,predict_y,true_y
0,12.816163812894013,3.0
1,12.569418884509647,3.3
2,12.569418884509647,4.0
3,12.569418884509647,3.8
4,12.569418884509647,2.6
5,12.816163812894013,1.95
6,12.816163812894013,2.8
7,12.569418884509647,2.4
8,12.569418884509647,3.3
9,12.569418884509647,4.71
10,12.816163812894013,3.4
11,12.816163812894013,4.4
12,12.816163812894013,3.6
13,12.569418884509647,4.0
14,16.613039984805894,9.6
15,16.613039984805894,6.6
16,16.613039984805894,14.4
17,16.613039984805894,10.0
18,43.298502583570574,46.0
19,17.79948793837398,8.0
20,12.816163812894013,3.0
21,12.816163812894013,2.0
22,12.816163812894013,2.4
23,14.285919883963217,3.2
24,12.816163812894013,2.0
25,12.816163812894013,5.0
26,12.816163812894013,7.0
27,12.816163812894013,12.0
28,12.569418884509647,4.0
29,12.816163812894013,4.4
30,14.285919883963217,6.6
31,12.816163812894013,3.2
32,12.816163812894013,5.6
33,12.569418884509647,4.3
34,12.569418884509647,2.77
35,12.816163812894013,3.1
36,12.816163812894013,3.4
37,12.816163812894013,3.1
38,12.569418884509647,1.2
39,12.816163812894013,5.2
40,14.285919883963217,3.8
41,12.816163812894013,6.4
42,12.816163812894013,7.0
43,12.569418884509647,2.3
44,12.569418884509647,3.25
45,12.569418884509647,2.8
46,12.569418884509647,3.0
47,12.816163812894013,1.6
48,9.731133479212295,2.25
49,12.816163812894013,1.35
50,12.569418884509647,2.8
51,12.569418884509647,2.2
52,12.569418884509647,2.58
53,12.816163812894013,2.4
54,12.816163812894013,3.0
55,12.816163812894013,2.0
56,12.569418884509647,3.0
57,12.816163812894013,4.4
58,12.816163812894013,4.4
59,14.285919883963217,4.2
60,12.816163812894013,4.0
61,12.816163812894013,5.0
62,12.816163812894013,3.8
63,12.816163812894013,4.2
64,12.816163812894013,3.2
65,14.285919883963217,2.4
66,12.816163812894013,4.0
67,12.816163812894013,4.0
68,12.816163812894013,3.8
69,12.816163812894013,6.0
70,14.285919883963217,6.0
71,12.816163812894013,4.0
72,16.613039984805894,8.0
73,16.613039984805894,10.0
74,16.613039984805894,5.2
75,12.569418884509647,2.3
76,12.569418884509647,3.25
77,12.569418884509647,3.0
78,12.816163812894013,2.4
79,12.569418884509647,2.15
80,12.569418884509647,2.0
81,12.569418884509647,3.0
82,12.569418884509647,2.6
83,12.816163812894013,4.2
84,12.816163812894013,1.3
85,12.569418884509647,2.0
86,12.569418884509647,3.0
87,12.816163812894013,2.6
88,12.816163812894013,3.0
89,12.816163812894013,1.6
90,12.816163812894013,3.2
91,12.816163812894013,2.7
92,9.731133479212295,4.0
93,12.816163812894013,2.3
94,12.816163812894013,2.0
95,12.816163812894013,2.6
96,12.569418884509647,4.0
97,12.569418884509647,3.3
98,12.569418884509647,2.49
99,12.816163812894013,3.4
100,12.816163812894013,1.4
101,12.816163812894013,4.6
102,12.816163812894013,2.8
103,14.285919883963217,3.6
104,12.816163812894013,3.6
105,12.816163812894013,4.6
106,12.816163812894013,2.8
107,12.816163812894013,5.6
108,12.816163812894013,6.8
109,14.285919883963217,8.6
110,12.816163812894013,7.0
111,12.816163812894013,8.0
112,12.816163812894013,2.6
113,12.816163812894013,2.0
114,12.816163812894013,2.2
115,14.285919883963217,2.8
116,12.816163812894013,3.6
117,12.816163812894013,5.0
118,17.79948793837398,11.6
119,16.613039984805894,7.0
120,16.613039984805894,4.0
121,16.613039984805894,13.0
122,16.613039984805894,7.0
123,12.816163812894013,2.1
124,12.816163812894013,2.5
125,9.731133479212295,2.6
126,12.816163812894013,4.1
127,12.816163812894013,2.2
128,12.569418884509647,3.4
129,12.569418884509647,2.5
130,12.569418884509647,2.65
131,12.569418884509647,1.4
132,12.569418884509647,1.5
133,12.569418884509647,3.3
134,12.569418884509647,5.25
135,12.569418884509647,3.2
136,12.816163812894013,3.0
137,12.569418884509647,2.6
138,12.569418884509647,3.6
139,12.569418884509647,3.6
140,12.816163812894013,5.2
141,12.569418884509647,3.4
142,12.569418884509647,3.0
143,12.816163812894013,2.6
144,12.816163812894013,4.1
145,12.816163812894013,3.0
146,15.918865072283644,7.0
147,16.613039984805894,4.4
148,15.918865072283644,6.4
149,16.613039984805894,7.0
150,16.613039984805894,2.8
151,16.613039984805894,7.6
152,14.285919883963217,8.0
153,16.613039984805894,7.0
154,16.613039984805894,8.6
155,16.613039984805894,7.8
156,15.918865072283644,7.4
157,16.613039984805894,7.6
158,16.613039984805894,8.6
159,16.613039984805894,15.0
160,16.613039984805894,8.0
161,12.569418884509647,2.1
162,12.816163812894013,1.0
163,12.816163812894013,1.5
164,12.816163812894013,1.8
165,12.816163812894013,2.0
166,9.731133479212295,2.2
167,12.816163812894013,1.45
168,12.569418884509647,1.5
169,12.816163812894013,1.25
170,12.569418884509647,1.1
171,15.918865072283644,15.0
172,16.613039984805894,16.0
173,16.613039984805894,14.5
174,15.918865072283644,16.0
175,15.942714950989938,18.0
176,15.942714950989938,10.5
177,16.613039984805894,11.0
178,14.285919883963217,10.5
179,16.613039984805894,8.5
180,15.942714950989938,8.0
181,15.918865072283644,8.0
182,16.613039984805894,8.4
183,16.613039984805894,7.3
184,12.816163812894013,4.0
185,12.816163812894013,2.81
186,9.731133479212295,3.8
187,12.816163812894013,2.6
188,12.816163812894013,2.4
189,12.569418884509647,2.4
190,12.569418884509647,3.0
191,12.816163812894013,3.6
192,12.569418884509647,2.2
193,12.816163812894013,2.0
194,12.816163812894013,2.0
195,12.816163812894013,2.0
196,12.816163812894013,2.0
197,9.731133479212295,3.7
198,12.816163812894013,2.0
199,12.816163812894013,1.0
200,12.569418884509647,2.13
201,12.816163812894013,1.7
202,12.569418884509647,1.4
203,15.918865072283644,15.0
204,15.918865072283644,16.0
205,15.942714950989938,18.0
206,15.942714950989938,10.0
207,16.613039984805894,16.0
208,14.285919883963217,9.5
209,16.613039984805894,6.5
210,15.942714950989938,4.5
211,15.918865072283644,8.0
212,16.613039984805894,7.0
213,16.613039984805894,8.6
214,14.285919883963217,4.8
215,12.816163812894013,2.8
216,12.816163812894013,4.0
217,12.569418884509647,1.6
218,12.569418884509647,3.15
219,12.569418884509647,2.0
220,12.569418884509647,2.8
221,12.816163812894013,2.0
222,12.569418884509647,1.5
223,12.569418884509647,2.0
224,12.569418884509647,3.0
225,12.816163812894013,3.0
226,12.816163812894013,1.4
227,16.613039984805894,6.0
228,15.918865072283644,10.0
229,16.613039984805894,7.8
230,16.613039984805894,12.4
231,16.613039984805894,7.6
232,16.613039984805894,12.0
233,17.79948793837398,35.0
234,17.79948793837398,7.5
235,15.918865072283644,3.9
236,15.918865072283644,5.25
237,15.918865072283644,5.0
238,15.918865072283644,8.0
239,16.613039984805894,5.0
240,15.918865072283644,5.0
241,16.613039984805894,7.0
242,16.613039984805894,3.0
243,16.613039984805894,7.35
244,14.285919883963217,8.0
245,16.613039984805894,6.5
246,16.613039984805894,8.5
247,12.569418884509647,3.8
248,12.569418884509647,5.8
249,12.816163812894013,4.2
250,12.816163812894013,2.09
251,12.569418884509647,2.3
252,12.816163812894013,2.6
253,12.816163812894013,2.5
254,12.816163812894013,3.2
255,12.816163812894013,2.4
256,12.816163812894013,2.8
257,9.731133479212295,2.25
258,12.816163812894013,2.4
259,12.569418884509647,5.2
260,12.569418884509647,8.0
261,12.816163812894013,6.0
262,14.285919883963217,5.2
263,12.816163812894013,4.4
264,12.816163812894013,7.0
265,12.569418884509647,2.8
266,12.569418884509647,3.4
267,12.569418884509647,2.2
268,12.569418884509647,1.2
269,12.569418884509647,2.5
270,12.816163812894013,4.0
271,12.816163812894013,4.0
272,14.285919883963217,4.0
273,12.816163812894013,5.0
274,12.816163812894013,4.0
275,12.816163812894013,2.0
276,12.816163812894013,3.6
277,12.816163812894013,3.8
278,14.285919883963217,4.0
279,12.816163812894013,4.6
280,12.816163812894013,4.0
281,12.816163812894013,3.6
282,12.816163812894013,4.6
283,14.285919883963217,4.8
284,12.816163812894013,2.0
285,12.816163812894013,4.6
286,12.816163812894013,4.0
287,14.285919883963217,2.6
288,12.816163812894013,4.6
289,12.816163812894013,6.0
290,12.816163812894013,3.4
291,12.816163812894013,1.8
292,12.816163812894013,6.4
293,14.285919883963217,6.0
294,12.816163812894013,2.8
295,12.816163812894013,6.0
296,12.816163812894013,3.0
297,12.816163812894013,2.6
298,12.816163812894013,2.4
299,14.285919883963217,2.8
300,12.816163812894013,3.6
301,12.816163812894013,4.0
302,17.79948793837398,10.6
303,16.613039984805894,7.0
304,16.613039984805894,4.0
305,16.613039984805894,14.0
306,16.613039984805894,5.0
307,16.613039984805894,6.0
308,16.613039984805894,7.2
309,16.613039984805894,14.4
310,16.613039984805894,10.0
311,43.298502583570574,46.0
312,17.79948793837398,8.0
313,12.816163812894013,3.2
314,12.816163812894013,2.2
315,12.816163812894013,2.6
316,14.285919883963217,3.2
317,12.816163812894013,3.4
318,12.816163812894013,4.0
319,12.816163812894013,5.0
320,12.816163812894013,10.0
321,12.816163812894013,3.6
322,16.613039984805894,8.4
323,16.613039984805894,10.0
324,16.613039984805894,5.6
325,12.569418884509647,3.1
326,12.569418884509647,2.5
327,12.569418884509647,4.6
328,12.816163812894013,3.8
329,12.569418884509647,3.8
330,12.816163812894013,2.4
331,12.816163812894013,2.1
332,12.816163812894013,3.1
333,12.816163812894013,5.0
334,12.816163812894013,4.0
335,9.731133479212295,4.8
336,12.816163812894013,3.0
337,14.285919883963217,3.6
338,12.816163812894013,2.2
339,12.816163812894013,4.0
340,12.569418884509647,2.6
341,12.569418884509647,2.4
342,12.569418884509647,1.0
343,12.569418884509647,2.0
344,12.569418884509647,2.2
345,12.569418884509647,2.2
346,12.816163812894013,1.4
347,12.816163812894013,2.4
348,12.816163812894013,2.7
349,12.816163812894013,2.2
350,9.731133479212295,2.8
351,12.816163812894013,2.9
352,12.816163812894013,2.35
353,12.569418884509647,2.7
354,12.569418884509647,2.3
355,12.816163812894013,2.1
356,12.569418884509647,2.4
357,12.569418884509647,2.0
358,12.816163812894013,2.3
359,12.816163812894013,2.1
360,12.569418884509647,2.6
361,12.569418884509647,4.91
362,12.816163812894013,3.6
363,12.569418884509647,3.8
364,12.569418884509647,5.0
365,12.816163812894013,5.2
366,14.285919883963217,6.6
367,12.816163812894013,3.2
368,12.816163812894013,5.6
369,12.569418884509647,2.67
370,12.816163812894013,3.2
371,12.569418884509647,1.6
372,12.816163812894013,5.8
373,14.285919883963217,3.8
374,12.816163812894013,6.4
375,12.816163812894013,6.0
376,12.569418884509647,2.6
377,12.569418884509647,4.0
378,12.569418884509647,2.8
379,12.569418884509647,3.4
380,12.816163812894013,1.9
381,12.816163812894013,2.3
382,12.816163812894013,2.2
383,9.731133479212295,2.5
384,12.816163812894013,2.9
385,12.816163812894013,1.45
386,12.569418884509647,2.4
387,12.569418884509647,2.23
388,12.816163812894013,2.1
389,12.569418884509647,3.0
390,12.569418884509647,1.7
391,12.569418884509647,2.65
392,12.569418884509647,1.4
393,12.569418884509647,1.4
394,12.569418884509647,2.0
395,12.569418884509647,2.6
396,12.816163812894013,3.4
397,12.816163812894013,1.8
398,12.569418884509647,2.15
399,12.816163812894013,2.2
400,12.816163812894013,2.1
401,12.569418884509647,2.0
402,12.569418884509647,2.65
403,12.569418884509647,1.4
404,12.569418884509647,1.3
405,12.569418884509647,1.1
406,12.569418884509647,2.0
407,12.569418884509647,2.6
408,12.816163812894013,3.4
409,12.816163812894013,1.9
410,12.569418884509647,2.2
411,12.816163812894013,2.2
412,12.816163812894013,2.1
413,12.816163812894013,2.4
414,12.816163812894013,2.0
415,12.816163812894013,2.0
416,9.731133479212295,2.8
417,12.816163812894013,2.9
418,12.816163812894013,2.2
419,12.816163812894013,2.2
420,12.569418884509647,2.7
421,12.816163812894013,2.0
422,12.569418884509647,2.4
423,12.569418884509647,2.0
424,15.918865072283644,7.2
425,16.613039984805894,8.2
426,16.613039984805894,8.4
427,16.613039984805894,15.0
428,16.613039984805894,8.0
429,12.816163812894013,3.0
430,12.816163812894013,2.0
431,12.569418884509647,6.0
432,12.569418884509647,2.6
433,12.569418884509647,3.33
434,12.816163812894013,3.6
435,12.816163812894013,2.3
436,12.569418884509647,4.0
437,12.816163812894013,3.2
438,14.285919883963217,3.4
439,12.816163812894013,2.6
440,12.816163812894013,5.0
441,12.569418884509647,1.6
442,12.569418884509647,2.5
443,12.569418884509647,2.0
444,12.569418884509647,2.0
445,12.816163812894013,2.0
446,12.569418884509647,1.4
447,12.569418884509647,1.8
448,12.569418884509647,2.7
449,12.569418884509647,3.6
450,12.816163812894013,3.6
451,12.816163812894013,1.56
452,12.569418884509647,1.6
453,12.569418884509647,2.5
454,12.816163812894013,2.0
455,12.816163812894013,2.6
456,12.816163812894013,1.8
457,14.285919883963217,2.8
458,12.816163812894013,4.6
459,12.816163812894013,3.6
460,12.569418884509647,1.8
461,12.569418884509647,3.75
462,12.569418884509647,3.2
463,12.816163812894013,3.0
464,12.569418884509647,2.8
465,12.569418884509647,2.6
466,12.569418884509647,4.0
467,12.569418884509647,5.0
468,12.816163812894013,3.6
469,12.569418884509647,2.8
470,12.569418884509647,2.0
471,12.816163812894013,2.6
472,12.816163812894013,5.6
473,12.816163812894013,2.6
474,12.816163812894013,4.1
475,12.816163812894013,3.71
476,9.731133479212295,3.5
477,12.816163812894013,5.0
478,12.816163812894013,4.85
479,12.816163812894013,3.2
480,12.569418884509647,3.6
481,12.569418884509647,5.0
482,12.569418884509647,3.25
483,12.816163812894013,4.4
484,12.816163812894013,4.5
485,12.816163812894013,1.4
486,9.731133479212295,4.0
487,12.816163812894013,2.6
488,12.816163812894013,1.7
489,12.816163812894013,1.8
490,12.569418884509647,3.0
491,12.569418884509647,2.2
492,12.569418884509647,2.52
493,12.816163812894013,3.0
494,12.816163812894013,2.3
495,12.569418884509647,2.4
496,12.569418884509647,2.6
497,12.816163812894013,2.2
498,12.816163812894013,2.4
499,12.569418884509647,2.4
500,12.569418884509647,4.0
501,12.816163812894013,3.2
502,14.285919883963217,3.4
503,12.816163812894013,2.4
504,12.816163812894013,8.0
505,12.569418884509647,3.3
506,12.569418884509647,4.75
507,12.569418884509647,5.6
508,12.569418884509647,5.2
509,12.816163812894013,4.6
510,12.569418884509647,3.3
511,12.569418884509647,3.4
